ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.8111,6.9957,7.0718,,,,,,,,,,372.0,-20.1,-57.56,-38.17,130.57,-44.5,-6.54,0.0,1018.88,72.831,50.373405,-4.1394,82.0,NaN,,21.89,3.0,172.0,11 / 17,"$GPGSV,3,3,11,27,50,277,32,31,00,000,24,29,05,081,*49::$GPGGA,183652,5022.404176,N,00408.364000,W,2,10,1.1,35.0,M,47.0,M,,*64::$GPVTG,172.0,T,172.0,M,11.8,N,21.9,K,D*24::$GLGSV,1,1,0,*79::$GPRMC,183652,A,5022.404176,N,00408.364000,W,11.8,172.0,260417,4.8,W,D*2B::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,31,,,1.3,1.1,0.8*36",99817,2017-04-26 19:37:16:412
-1.3787,6.0853,8.7556,,,,,,,,,,390.0,-19.95,-57.52,-38.27,137.82,-34.47,8.95,0.0,1018.89,72.831,50.373405,-4.1394,82.0,NaN,,21.89,3.0,172.0,10 / 15,"$GPGSV,3,3,10,29,05,081,23,08,15,270,*77::$GPGGA,183653,5022.401157,N,00408.362190,W,2,09,1.2,34.0,M,47.0,M,,*67::$GPVTG,162.5,T,162.5,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183653,A,5022.401157,N,00408.362190,W,12.1,162.5,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,16,18,20,21,26,27,29,,,,1.5,1.2,0.8*3B",100017,2017-04-26 19:37:16:612
-0.0221,6.877,5.4798,,,,,,,,,,390.0,-19.21,-57.49,-38.03,107.02,-51.45,0.23,0.0,1018.89,71.64,50.373405,-4.1394,82.0,NaN,,21.89,3.0,172.0,10 / 15,"$GPGSV,3,3,10,29,05,081,23,08,15,270,*77::$GPGGA,183653,5022.401157,N,00408.362190,W,2,09,1.2,34.0,M,47.0,M,,*67::$GPVTG,162.5,T,162.5,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183653,A,5022.401157,N,00408.362190,W,12.1,162.5,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,16,18,20,21,26,27,29,,,,1.5,1.2,0.8*3B",100217,2017-04-26 19:37:16:812
-2.0328,6.7672,7.3588,,,,,,,,,,389.0,-19.06,-57.44,-38.29,127.37,-41.55,15.44,0.0,1018.89,71.64,50.373405,-4.1394,82.0,NaN,,21.89,3.0,172.0,10 / 15,"$GPGSV,3,3,10,29,05,081,23,08,15,270,*77::$GPGGA,183653,5022.401157,N,00408.362190,W,2,09,1.2,34.0,M,47.0,M,,*67::$GPVTG,162.5,T,162.5,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183653,A,5022.401157,N,00408.362190,W,12.1,162.5,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,16,18,20,21,26,27,29,,,,1.5,1.2,0.8*3B",100417,2017-04-26 19:37:17:012
1.0493,6.6507,6.6736,,,,,,,,,,389.0,-20.21,-56.95,-38.44,131.14,-44.55,-8.94,0.0,1018.88,71.615,50.373405,-4.1394,82.0,NaN,,21.89,3.0,172.0,10 / 15,"$GPGSV,3,3,10,29,05,081,23,08,15,270,*77::$GPGGA,183653,5022.401157,N,00408.362190,W,2,09,1.2,34.0,M,47.0,M,,*67::$GPVTG,162.5,T,162.5,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183653,A,5022.401157,N,00408.362190,W,12.1,162.5,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,16,18,20,21,26,27,29,,,,1.5,1.2,0.8*3B",100617,2017-04-26 19:37:17:212
1.0305,5.8568,7.7558,,,,,,,,,,337.0,-20.09,-57.19,-38.87,144.88,-36.82,-7.57,0.0,1018.88,71.918,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,10 / 15,"$GPGSV,3,3,10,29,05,081,23,08,15,270,*77::$GPGGA,183653,5022.401157,N,00408.362190,W,2,09,1.2,34.0,M,47.0,M,,*67::$GPVTG,162.5,T,162.5,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183653,A,5022.401157,N,00408.362190,W,12.1,162.5,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,16,18,20,21,26,27,29,,,,1.5,1.2,0.8*3B",100817,2017-04-26 19:37:17:412
-0.2232,6.3815,7.3842,,,,,,,,,,330.0,-17.28,-57.99,-39.31,135.89,-40.82,1.73,0.0,1018.89,71.918,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,29,29,05,081,26,08,15,270,,31,00,000,*7B::$GPGGA,183654,5022.398081,N,00408.360509,W,2,10,1.2,34.0,M,47.0,M,,*63::$GPVTG,159.7,T,159.7,M,12.5,N,23.1,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183654,A,5022.398081,N,00408.360509,W,12.5,159.7,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.4,1.2,0.9*3A",101017,2017-04-26 19:37:17:612
0.2187,5.9831,6.5145,,,,,,,,,,330.0,-12.64,-58.8,-39.07,145.2,-42.55,-1.92,0.0,1018.89,71.387,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,29,29,05,081,26,08,15,270,,31,00,000,*7B::$GPGGA,183654,5022.398081,N,00408.360509,W,2,10,1.2,34.0,M,47.0,M,,*63::$GPVTG,159.7,T,159.7,M,12.5,N,23.1,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183654,A,5022.398081,N,00408.360509,W,12.5,159.7,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.4,1.2,0.9*3A",101217,2017-04-26 19:37:17:812
1.1498,7.8011,6.5849,,,,,,,,,,440.0,-7.51,-58.47,-37.11,170.45,-49.41,-9.9,0.0,1018.86,72.872,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,29,29,05,081,26,08,15,270,,31,00,000,*7B::$GPGGA,183654,5022.398081,N,00408.360509,W,2,10,1.2,34.0,M,47.0,M,,*63::$GPVTG,159.7,T,159.7,M,12.5,N,23.1,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183654,A,5022.398081,N,00408.360509,W,12.5,159.7,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.4,1.2,0.9*3A",101417,2017-04-26 19:37:18:012
-0.141,6.762,9.2896,,,,,,,,,,440.0,-5.73,-57.86,-36.09,165.75,-36.05,0.87,0.0,1018.87,72.872,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,29,29,05,081,26,08,15,270,,31,00,000,*7B::$GPGGA,183654,5022.398081,N,00408.360509,W,2,10,1.2,34.0,M,47.0,M,,*63::$GPVTG,159.7,T,159.7,M,12.5,N,23.1,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183654,A,5022.398081,N,00408.360509,W,12.5,159.7,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.4,1.2,0.9*3A",101617,2017-04-26 19:37:18:212
0.3394,6.0524,4.3985,,,,,,,,,,426.0,-5.27,-57.83,-35.96,155.43,-53.91,-4.41,0.0,1018.87,70.456,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,29,29,05,081,26,08,15,270,,31,00,000,*7B::$GPGGA,183654,5022.398081,N,00408.360509,W,2,10,1.2,34.0,M,47.0,M,,*63::$GPVTG,159.7,T,159.7,M,12.5,N,23.1,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183654,A,5022.398081,N,00408.360509,W,12.5,159.7,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.4,1.2,0.9*3A",101817,2017-04-26 19:37:18:412
0.4188,8.832,4.5756,,,,,,,,,,444.0,-6.64,-58.18,-35.74,33.37,-62.52,-5.23,0.0,1018.87,70.456,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,31,29,05,081,22,08,15,270,,31,00,000,*76::$GPGGA,183655,5022.394926,N,00408.359456,W,2,10,0.7,34.0,M,47.0,M,,*6F::$GPVTG,169.0,T,169.0,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183655,A,5022.394926,N,00408.359456,W,12.1,169.0,260417,4.8,W,D*26::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.0,0.7,0.7*34",102017,2017-04-26 19:37:18:612
-0.1177,6.457,7.3327,,,,,,,,,,444.0,-10.25,-58.54,-36.08,152.82,-41.36,0.92,0.0,1018.87,72.309,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,31,29,05,081,22,08,15,270,,31,00,000,*76::$GPGGA,183655,5022.394926,N,00408.359456,W,2,10,0.7,34.0,M,47.0,M,,*6F::$GPVTG,169.0,T,169.0,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183655,A,5022.394926,N,00408.359456,W,12.1,169.0,260417,4.8,W,D*26::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.0,0.7,0.7*34",102218,2017-04-26 19:37:18:813
-0.3376,9.014,6.5264,,,,,,,,,,431.0,-10.25,-58.54,-36.08,152.82,-41.36,0.92,0.0,1018.88,71.013,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,31,29,05,081,22,08,15,270,,31,00,000,*76::$GPGGA,183655,5022.394926,N,00408.359456,W,2,10,0.7,34.0,M,47.0,M,,*6F::$GPVTG,169.0,T,169.0,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183655,A,5022.394926,N,00408.359456,W,12.1,169.0,260417,4.8,W,D*26::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.0,0.7,0.7*34",102417,2017-04-26 19:37:19:012
0.282,7.778,6.2561,,,,,,,,,,431.0,-18.43,-57.58,-36.14,106.01,-54.06,2.96,0.0,1018.85,71.013,50.3733,-4.139342,81.0,NaN,,23.15,3.0,159.7,11 / 18,"$GPGSV,3,3,12,27,50,277,31,29,05,081,22,08,15,270,,31,00,000,*76::$GPGGA,183655,5022.394926,N,00408.359456,W,2,10,0.7,34.0,M,47.0,M,,*6F::$GPVTG,169.0,T,169.0,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183655,A,5022.394926,N,00408.359456,W,12.1,169.0,260417,4.8,W,D*26::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.0,0.7,0.7*34",102617,2017-04-26 19:37:19:212
0.1685,7.1245,8.4403,,,,,,,,,,429.0,-24.31,-56.16,-36.3,105.66,-51.16,-2.58,0.0,1018.85,70.502,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,11 / 18,"$GPGSV,3,3,12,27,50,277,31,29,05,081,22,08,15,270,,31,00,000,*76::$GPGGA,183655,5022.394926,N,00408.359456,W,2,10,0.7,34.0,M,47.0,M,,*6F::$GPVTG,169.0,T,169.0,M,12.1,N,22.4,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183655,A,5022.394926,N,00408.359456,W,12.1,169.0,260417,4.8,W,D*26::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.0,0.7,0.7*34",102817,2017-04-26 19:37:19:412
1.2852,7.1064,7.9229,,,,,,,,,,390.0,-28.17,-54.75,-37.18,123.17,-40.16,-1.14,0.0,1018.86,70.502,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,15 / 28,"$GPGSV,3,3,12,27,50,277,30,29,05,081,22,08,15,270,,31,00,000,*77::$GPGGA,183656,5022.391182,N,00408.358976,W,2,10,1.2,34.0,M,47.0,M,,*65::$GPVTG,176.6,T,176.6,M,12.1,N,22.5,K,D*21::$GLGSV,3,3,10,68,21,068,28,69,07,116,*63::$GPRMC,183656,A,5022.391182,N,00408.358976,W,12.1,176.6,260417,4.8,W,D*20::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.5,1.2,0.9*3B",103017,2017-04-26 19:37:19:612
0.0792,6.9105,7.293,,,,,,,,,,390.0,-31.09,-54.08,-37.54,112.76,-43.46,-0.62,0.0,1018.86,71.395,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,15 / 28,"$GPGSV,3,3,12,27,50,277,30,29,05,081,22,08,15,270,,31,00,000,*77::$GPGGA,183656,5022.391182,N,00408.358976,W,2,10,1.2,34.0,M,47.0,M,,*65::$GPVTG,176.6,T,176.6,M,12.1,N,22.5,K,D*21::$GLGSV,3,3,10,68,21,068,28,69,07,116,*63::$GPRMC,183656,A,5022.391182,N,00408.358976,W,12.1,176.6,260417,4.8,W,D*20::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.5,1.2,0.9*3B",103217,2017-04-26 19:37:19:812
0.6453,7.4895,7.2364,,,,,,,,,,405.0,-33.97,-52.51,-37.12,105.15,-45.87,-5.1,0.0,1018.87,72.577,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,15 / 28,"$GPGSV,3,3,12,27,50,277,30,29,05,081,22,08,15,270,,31,00,000,*77::$GPGGA,183656,5022.391182,N,00408.358976,W,2,10,1.2,34.0,M,47.0,M,,*65::$GPVTG,176.6,T,176.6,M,12.1,N,22.5,K,D*21::$GLGSV,3,3,10,68,21,068,28,69,07,116,*63::$GPRMC,183656,A,5022.391182,N,00408.358976,W,12.1,176.6,260417,4.8,W,D*20::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.5,1.2,0.9*3B",103417,2017-04-26 19:37:20:012
0.4331,7.5036,6.4129,,,,,,,,,,405.0,-35.44,-50.55,-36.78,95.9,-49.42,-3.86,0.0,1018.85,72.577,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,15 / 28,"$GPGSV,3,3,12,27,50,277,30,29,05,081,22,08,15,270,,31,00,000,*77::$GPGGA,183656,5022.391182,N,00408.358976,W,2,10,1.2,34.0,M,47.0,M,,*65::$GPVTG,176.6,T,176.6,M,12.1,N,22.5,K,D*21::$GLGSV,3,3,10,68,21,068,28,69,07,116,*63::$GPRMC,183656,A,5022.391182,N,00408.358976,W,12.1,176.6,260417,4.8,W,D*20::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.5,1.2,0.9*3B",103617,2017-04-26 19:37:20:212
2.2528,7.5672,8.4568,,,,,,,,,,437.0,-37.28,-48.38,-37.45,104.32,-40.85,-14.92,0.0,1018.85,72.833,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,15 / 28,"$GPGSV,3,3,12,27,50,277,30,29,05,081,22,08,15,270,,31,00,000,*77::$GPGGA,183656,5022.391182,N,00408.358976,W,2,10,1.2,34.0,M,47.0,M,,*65::$GPVTG,176.6,T,176.6,M,12.1,N,22.5,K,D*21::$GLGSV,3,3,10,68,21,068,28,69,07,116,*63::$GPRMC,183656,A,5022.391182,N,00408.358976,W,12.1,176.6,260417,4.8,W,D*20::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,29,,,1.5,1.2,0.9*3B",103817,2017-04-26 19:37:20:412
-0.5611,7.0196,8.1091,,,,,,,,,,427.0,-39.01,-46.55,-37.61,106.82,-40.81,3.96,0.0,1018.84,72.161,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,12 / 18,"$GPGSV,3,3,12,26,60,157,34,27,50,277,29,29,05,081,22,31,00,000,*70::$GPGGA,183657,5022.388994,N,00408.355502,W,2,11,1.1,34.0,M,47.0,M,,*63::$GPVTG,136.6,T,136.6,M,11.0,N,20.3,K,D*27::$GLGSV,1,1,0,*79::$GPRMC,183657,A,5022.388994,N,00408.355502,W,11.0,136.6,260417,4.8,W,D*22::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.4,1.1,0.8*30",104017,2017-04-26 19:37:20:612
-4.0111,7.55,5.5905,,,,,,,,,,427.0,-41.14,-43.41,-38.32,113.23,-47.66,35.66,0.0,1018.84,72.161,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,12 / 18,"$GPGSV,3,3,12,26,60,157,34,27,50,277,29,29,05,081,22,31,00,000,*70::$GPGGA,183657,5022.388994,N,00408.355502,W,2,11,1.1,34.0,M,47.0,M,,*63::$GPVTG,136.6,T,136.6,M,11.0,N,20.3,K,D*27::$GLGSV,1,1,0,*79::$GPRMC,183657,A,5022.388994,N,00408.355502,W,11.0,136.6,260417,4.8,W,D*22::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.4,1.1,0.8*30",104217,2017-04-26 19:37:20:812
2.5873,8.8927,5.0664,,,,,,,,,,446.0,-42.35,-41.52,-39.03,40.89,-57.39,-27.05,0.0,1018.87,73.709,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,12 / 18,"$GPGSV,3,3,12,26,60,157,34,27,50,277,29,29,05,081,22,31,00,000,*70::$GPGGA,183657,5022.388994,N,00408.355502,W,2,11,1.1,34.0,M,47.0,M,,*63::$GPVTG,136.6,T,136.6,M,11.0,N,20.3,K,D*27::$GLGSV,1,1,0,*79::$GPRMC,183657,A,5022.388994,N,00408.355502,W,11.0,136.6,260417,4.8,W,D*22::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.4,1.1,0.8*30",104418,2017-04-26 19:37:21:013
-1.453,5.4959,9.5052,,,,,,,,,,446.0,-43.27,-39.8,-40.36,110.68,-29.75,8.69,0.0,1018.87,73.709,50.373184,-4.139316,81.0,NaN,,22.5,3.0,176.6,12 / 18,"$GPGSV,3,3,12,26,60,157,34,27,50,277,29,29,05,081,22,31,00,000,*70::$GPGGA,183657,5022.388994,N,00408.355502,W,2,11,1.1,34.0,M,47.0,M,,*63::$GPVTG,136.6,T,136.6,M,11.0,N,20.3,K,D*27::$GLGSV,1,1,0,*79::$GPRMC,183657,A,5022.388994,N,00408.355502,W,11.0,136.6,260417,4.8,W,D*22::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.4,1.1,0.8*30",104616,2017-04-26 19:37:21:211
-0.591,7.6105,8.1241,,,,,,,,,,431.0,-43.0,-39.09,-42.93,91.68,-43.06,4.16,0.0,1018.84,71.825,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,12 / 18,"$GPGSV,3,3,12,26,60,157,34,27,50,277,29,29,05,081,22,31,00,000,*70::$GPGGA,183657,5022.388994,N,00408.355502,W,2,11,1.1,34.0,M,47.0,M,,*63::$GPVTG,136.6,T,136.6,M,11.0,N,20.3,K,D*27::$GLGSV,1,1,0,*79::$GPRMC,183657,A,5022.388994,N,00408.355502,W,11.0,136.6,260417,4.8,W,D*22::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.4,1.1,0.8*30",104817,2017-04-26 19:37:21:412
3.7572,6.8213,4.4881,,,,,,,,,,431.0,-43.0,-39.09,-42.93,91.68,-43.06,4.16,0.0,1018.89,73.37,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,31,10,12,149,,29,05,081,,31,00,000,*71::$GPGGA,183658,5022.387621,N,00408.350826,W,2,09,1.1,34.0,M,47.0,M,,*65::$GPVTG,101.7,T,101.7,M,11.3,N,21.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,183658,A,5022.387621,N,00408.350826,W,11.3,101.7,260417,4.8,W,D*2B::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",105023,2017-04-26 19:37:21:618
1.9676,7.1464,6.3483,,,,,,,,,,405.0,-41.36,-40.2,-45.71,5.27,-49.37,-39.93,0.0,1018.89,73.37,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,31,10,12,149,,29,05,081,,31,00,000,*71::$GPGGA,183658,5022.387621,N,00408.350826,W,2,09,1.1,34.0,M,47.0,M,,*65::$GPVTG,101.7,T,101.7,M,11.3,N,21.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,183658,A,5022.387621,N,00408.350826,W,11.3,101.7,260417,4.8,W,D*2B::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",105216,2017-04-26 19:37:21:811
2.0739,6.4759,11.3941,,,,,,,,,,335.0,-40.56,-41.33,-46.52,61.27,-47.08,-17.22,0.0,1018.86,68.911,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,31,10,12,149,,29,05,081,,31,00,000,*71::$GPGGA,183658,5022.387621,N,00408.350826,W,2,09,1.1,34.0,M,47.0,M,,*65::$GPVTG,101.7,T,101.7,M,11.3,N,21.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,183658,A,5022.387621,N,00408.350826,W,11.3,101.7,260417,4.8,W,D*2B::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",105417,2017-04-26 19:37:22:012
3.2534,8.5507,6.4356,,,,,,,,,,335.0,-40.26,-40.16,-47.53,105.22,-29.21,-10.32,0.0,1018.86,68.911,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,31,10,12,149,,29,05,081,,31,00,000,*71::$GPGGA,183658,5022.387621,N,00408.350826,W,2,09,1.1,34.0,M,47.0,M,,*65::$GPVTG,101.7,T,101.7,M,11.3,N,21.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,183658,A,5022.387621,N,00408.350826,W,11.3,101.7,260417,4.8,W,D*2B::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",105617,2017-04-26 19:37:22:212
-7.4738,7.0509,6.1372,,,,,,,,,,456.0,-38.56,-39.83,-50.3,29.36,-49.86,-26.82,0.0,1018.87,71.096,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,31,10,12,149,,29,05,081,,31,00,000,*71::$GPGGA,183658,5022.387621,N,00408.350826,W,2,09,1.1,34.0,M,47.0,M,,*65::$GPVTG,101.7,T,101.7,M,11.3,N,21.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,183658,A,5022.387621,N,00408.350826,W,11.3,101.7,260417,4.8,W,D*2B::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",105817,2017-04-26 19:37:22:412
2.8849,9.2013,5.7311,,,,,,,,,,456.0,-35.92,-39.96,-52.53,114.37,-36.1,50.61,0.0,1018.84,71.756,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,34,10,12,149,,29,05,081,,31,00,000,*74::$GPGGA,183659,5022.387724,N,00408.345531,W,2,09,1.1,35.0,M,47.0,M,,*6E::$GPVTG,90.1,T,90.1,M,11.5,N,21.3,K,D*23::$GLGSV,1,1,0,*79::$GPRMC,183659,A,5022.387724,N,00408.345531,W,11.5,90.1,260417,4.8,W,D*18::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",106018,2017-04-26 19:37:22:613
3.7147,8.1213,2.805,,,,,,,,,,979.0,-36.04,-40.34,-52.66,327.82,-60.18,-52.94,0.0,1018.84,71.756,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,34,10,12,149,,29,05,081,,31,00,000,*74::$GPGGA,183659,5022.387724,N,00408.345531,W,2,09,1.1,35.0,M,47.0,M,,*6E::$GPVTG,90.1,T,90.1,M,11.5,N,21.3,K,D*23::$GLGSV,1,1,0,*79::$GPRMC,183659,A,5022.387724,N,00408.345531,W,11.5,90.1,260417,4.8,W,D*18::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",106217,2017-04-26 19:37:22:812
3.1884,5.5907,10.5803,,,,,,,,,,287.0,-37.3,-39.68,-52.22,112.35,-26.84,-16.77,0.0,1018.83,71.978,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,34,10,12,149,,29,05,081,,31,00,000,*74::$GPGGA,183659,5022.387724,N,00408.345531,W,2,09,1.1,35.0,M,47.0,M,,*6E::$GPVTG,90.1,T,90.1,M,11.5,N,21.3,K,D*23::$GLGSV,1,1,0,*79::$GPRMC,183659,A,5022.387724,N,00408.345531,W,11.5,90.1,260417,4.8,W,D*18::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",106417,2017-04-26 19:37:23:012
-2.6969,8.6592,4.9634,,,,,,,,,,287.0,-33.92,-40.31,-53.91,85.59,-56.88,28.52,0.0,1018.83,72.32,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,34,10,12,149,,29,05,081,,31,00,000,*74::$GPGGA,183659,5022.387724,N,00408.345531,W,2,09,1.1,35.0,M,47.0,M,,*6E::$GPVTG,90.1,T,90.1,M,11.5,N,21.3,K,D*23::$GLGSV,1,1,0,*79::$GPRMC,183659,A,5022.387724,N,00408.345531,W,11.5,90.1,260417,4.8,W,D*18::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",106617,2017-04-26 19:37:23:212
-5.6611,8.5699,6.1338,,,,,,,,,,336.0,-29.71,-42.13,-56.07,103.49,-45.76,42.7,0.0,1018.84,72.32,50.373127,-4.13918,81.0,NaN,,20.99,3.0,101.7,10 / 17,"$GPGSV,3,3,12,27,50,277,34,10,12,149,,29,05,081,,31,00,000,*74::$GPGGA,183659,5022.387724,N,00408.345531,W,2,09,1.1,35.0,M,47.0,M,,*6E::$GPVTG,90.1,T,90.1,M,11.5,N,21.3,K,D*23::$GLGSV,1,1,0,*79::$GPRMC,183659,A,5022.387724,N,00408.345531,W,11.5,90.1,260417,4.8,W,D*18::$GPGSA,A,3,04,07,08,16,18,20,21,26,27,,,,1.4,1.1,0.8*3A",106817,2017-04-26 19:37:23:412
